step,Hmax_scale,ds,sigma1,sigma2,sigma3,sigma4,condition,tangent_lambda,constraint_residual_inf,wmin,wmax
29,0.8604402060659438,0.0015,0.8957848751193392,0.47671307942460933,0.19701422348246692,0.014702106566703524,60.929015243846806,-0.015187773514037961,8.555900432949047e-11,0.0017502001329561781,0.5365290892827164
30,0.8604175471786203,0.0015,0.8955786678298334,0.4766830818132831,0.19699764027229838,0.014600879290686429,61.33731058245943,-0.015025619596884783,6.741330138041625e-09,0.001750241860163503,0.5365423767723457
31,0.8603951305111401,0.0015,0.8956536230629899,0.4765950722358184,0.19702153788741286,0.014501221642774977,61.76401168995554,-0.014863524011843344,3.2890383695783985e-09,0.0017502836827151924,0.5365556457974223
32,0.8603729568406812,0.0015,0.8954904940908203,0.476559574350094,0.19699473541065027,0.014404284812274508,62.16834127909873,-0.014702209511033137,1.6500339996851692e-09,0.001750325607627133,0.5365688962355667
33,0.8603510265468979,0.0016200000000000001,0.8955887667160487,0.47650441989794545,0.19698473353519255,0.014308959297603664,62.58937132248562,-0.014540658909957609,1.686528694492051e-11,0.0017503676270533887,0.5365821281821274
34,0.8603276159998988,0.0015,0.8955341264815316,0.4764172920524982,0.19699637353325403,0.014205409748946839,63.04176664442395,-0.014363667716858703,4.031737951626992e-09,0.0017504131185550257,0.5365963978497383
35,0.860306194099611,0.0016200000000000001,0.8955897391815062,0.4763592019372906,0.19698004622071497,0.014111824377828363,63.463781521303666,-0.014199501686715313,1.857232145679629e-10,0.0017504553442414487,0.5366095911212774
36,0.8602833340137602,0.0015,0.8955526133251338,0.47627300689929214,0.1970012042448739,0.01401427141566064,63.9029020320224,-0.014024360996191788,7.595055058183756e-09,0.0017505010583594499,0.5366238189971935
37,0.8602624232395443,0.0015,0.8954688862330153,0.47623878906842515,0.1969750819436033,0.013923127415505186,64.31521162664906,-0.013858362942793514,1.818634132343348e-10,0.0017505434945148408,0.5366369735489211
38,0.8602417591370674,0.0016200000000000001,0.8954749739521413,0.4761926549125068,0.19696590935909725,0.013836515679397988,64.71824227290598,-0.013695072453260843,1.057838261375292e-10,0.0017505860323213534,0.5366501094886037
39,0.860219719640378,0.0015,0.8953275430685009,0.4761372422927009,0.19696996102600717,0.013742795865215278,65.1488643104047,-0.01351688556137131,3.302363710365243e-09,0.001750632086179666,0.5366642753761457
40,0.8601995706797438,0.0015,0.8953719933670676,0.47607863814468254,0.19696666715785743,0.013658540917682096,65.5540001500406,-0.013351474292619184,6.082334635763453e-11,0.0017506748388465257,0.536677372439279
41,0.8601796702706991,0.0015,0.8953832326641136,0.4760078806797363,0.19697045987226852,0.013574552340524473,65.9604243442417,-0.013184416246349516,1.1668588318484376e-10,0.0017507176930798146,0.5366904508606255
42,0.8601600190684441,0.0015,0.8954226300091248,0.47590996016740356,0.19697209913026612,0.013494602674941807,66.35413072752705,-0.013018906975354629,6.838446452372092e-09,0.0017507606503517493,0.5367035105636272
43,0.860140618000759,0.0015,0.895263595217898,0.47588309404273704,0.19696838179940812,0.013414547057719963,66.73826491239457,-0.01285124506688417,4.075635282020196e-09,0.00175080372022666,0.5367165514140271
44,0.8601214673737149,0.0015,0.895298689164587,0.47579992206875277,0.1969736134369466,0.01333790989685142,67.12436176945036,-0.012684360689717832,9.06833801054856e-09,0.0017508468927855676,0.5367295735662816
45,0.8601025679293095,0.0015,0.8953999730957483,0.4757620952457054,0.19696784780664467,0.013262464545306352,67.51384480892992,-0.012516100387054094,4.058774428485798e-10,0.0017508901719089983,0.5367425769221686
46,0.8600839203919524,0.0015,0.8952404626391537,0.4756927949826007,0.19696803115600797,0.013190782475440792,67.8686396584853,-0.012348773856172883,3.3598113186132717e-10,0.0017509335608619024,0.5367555614431808
47,0.8600655253856695,0.0015,0.8953799467569694,0.47561780428955686,0.1969556647952258,0.013119512241392675,68.2479600066231,-0.012179909882088917,1.676587757374788e-10,0.001750977058962338,0.536768527113094
48,0.8600473835478671,0.0015,0.8951243839684782,0.4755818322743977,0.19696036624795757,0.013050703796355173,68.58820780366422,-0.012010656608547589,5.209229061687857e-09,0.0017510206669978546,0.5367814739239365
49,0.8600294955205192,0.0015,0.8952486564566992,0.4755010380175397,0.19695281555452504,0.012985784932193538,68.94066559174681,-0.011842610471669353,1.464563582593834e-09,0.0017510643847890273,0.5367944018502067
50,0.8600118620459051,0.0016200000000000001,0.8950740836532658,0.4754764279229264,0.1969494583784701,0.012921537034765585,69.26993911367168,-0.011672209369342925,2.2925639162211216e-10,0.0017511082157733134,0.5368073108361181
51,0.8599931044299897,0.0015,0.8951516932655046,0.47538588950835853,0.19696032851585374,0.012853906198277178,69.640440770097,-0.01148756630401568,2.280911018218726e-09,0.0017511556765864396,0.5368212313028108
52,0.8599760025016948,0.0015,0.8949759144098093,0.47535076972110685,0.19694883574828745,0.012795159324747061,69.94644550293644,-0.011316344457261717,1.4325776667630152e-08,0.0017511997434997094,0.5368341008524881
53,0.8599591569153653,0.0015,0.8950135458323822,0.4752745271570966,0.196943786339868,0.01273915352515007,70.25690867650006,-0.011146001355493826,2.3321609061161025e-09,0.001751243917816255,0.5368469514983081
54,0.859942568676415,0.0015,0.8950162948245562,0.47522051480410793,0.19695085523702832,0.012684243926114617,70.56126482886977,-0.010973688166446357,3.9299530304410353e-10,0.0017512882103623926,0.5368597830690796
55,0.859926238362342,0.0015,0.89499363784255,0.47515502518620406,0.19694516939512807,0.012634002746147396,70.84006991493403,-0.010801500500480586,1.9654424735063576e-09,0.0017513326189786923,0.5368725956214729
56,0.859910166686374,0.0015,0.8952114351000415,0.47507051299408526,0.19694482799229618,0.01258394939703817,71.13914772342804,-0.01062838132745411,9.237383678449707e-09,0.0017513771453010543,0.536885389103538
57,0.8598943541860103,0.0015,0.8949782769542881,0.47504722614002576,0.1969340578090593,0.012538991691516541,71.37561767106044,-0.010456147483369893,5.510021534956743e-09,0.0017514217860494672,0.5368981635439825
58,0.8598788017235851,0.0015,0.8948985384960148,0.474996935528662,0.19693473180533352,0.012495318930203602,71.61870325157304,-0.010282668043075165,1.4097956136821633e-10,0.0017514665468156077,0.5369109188633461
59,0.8598635098312991,0.0015,0.8949147244632943,0.4749111906047627,0.1969368320215534,0.012453470695213197,71.8606681113625,-0.010107245225924495,1.6637990986330896e-10,0.0017515114244912055,0.5369236550888341
60,0.8598484793617693,0.0015,0.8949110877196426,0.4748306355512615,0.19693375500610386,0.012417117271827,72.07076071916403,-0.00993426572807968,4.992792847072387e-10,0.0017515564237061574,0.5369363721222824
61,0.8598337109125423,0.0015,0.8946463428394368,0.4747962637296254,0.19694194561499137,0.012381458332021533,72.25694412149001,-0.009758310676967719,6.559618203481448e-09,0.0017516015431778846,0.5369490699832331
62,0.8598192052243614,0.0015,0.8946418970043725,0.47476344211211835,0.19692316909150004,0.012349653868639449,72.44266977200184,-0.009583345424325537,3.911071465924185e-10,0.0017516467844024021,0.5369617486270443
63,0.8598049628661787,0.0015,0.8947576389720722,0.47468119763166206,0.1969235278900369,0.012321684292242034,72.61650418485632,-0.009408337495816248,8.33167042994796e-09,0.0017516921450090755,0.5369744081034616
64,0.8597909847751328,0.0015,0.8947028515566021,0.4746215557511366,0.19693085617320993,0.012294914688437346,72.77015532267322,-0.009231048261840713,4.109270598911891e-09,0.0017517376320992481,0.5369870482938864
65,0.8597772715321262,0.0015,0.8946627918465427,0.4745875126878002,0.19691676106199227,0.01227126418397557,72.90714130454775,-0.009053509839546127,7.108834384751209e-09,0.001751783242722628,0.5369996692026732
66,0.8597638238243527,0.0015,0.8947432520133568,0.47450782970347677,0.1969269480582349,0.01225254751361124,73.02507915348991,-0.008877635959063683,6.330009847616504e-10,0.0017518289774515166,0.5370122708471504
67,0.8597506423611763,0.0015,0.8946032623981723,0.47443228489135864,0.19693230988558932,0.012235321270378362,73.11645053113573,-0.008699349068524528,1.469351307400704e-10,0.0017518748368661196,0.5370248531996906
68,0.8597377279977909,0.0015,0.8945473267452204,0.4744015001846298,0.19691776224355853,0.01222099610389205,73.19757891587345,-0.008520726832020688,4.316103030542073e-12,0.0017519208255014629,0.5370374161900718
69,0.8597250812653119,0.0015,0.8946312824485065,0.47429698617874844,0.1969347228928967,0.012210582573005436,73.26687953663358,-0.0083412720049941,9.861744802774144e-09,0.0017519669392505152,0.5370499598649815
70,0.8597127029757967,0.0015,0.8947005860731493,0.47425048725901753,0.1969278832520307,0.01220349066206896,73.31513669724588,-0.00816207829410682,3.9416803162547665e-10,0.0017520131811303687,0.5370624841427999
71,0.8597005940108189,0.0016200000000000001,0.8943452302598437,0.47424532007872144,0.19690324231201808,0.012201347111657698,73.29889249731674,-0.007984259861650201,4.342224356913394e-10,0.0017520595562014079,0.5370749889398195
72,0.8596878192169585,0.0015,0.8946595671686159,0.4740982817992943,0.19693693195384243,0.012199519259813824,73.33564119331284,-0.007789222524531053,1.1463119349206374e-09,0.0017521097804234515,0.537088472387558
73,0.8596762723695193,0.0015,0.894579060928227,0.4740381821674525,0.19693418910072702,0.012202642772671302,73.31027201187118,-0.007607925009760806,1.226277968133486e-10,0.0017521564245853599,0.5371009367041447
74,0.8596649970108063,0.0015,0.8945601481445404,0.4739918159081873,0.196937444815896,0.012208760069875556,73.27199019594286,-0.007426247451993101,1.0952612099518534e-08,0.0017522032021568814,0.5371133815187291
75,0.8596539936370783,0.0015,0.8943776313842509,0.47395126091488965,0.19693324222677083,0.01221893421720901,73.19604275507265,-0.00724433814788261,2.2399371244197663e-10,0.0017522501079275388,0.5371258068742273
76,0.8596432633158452,0.0015,0.8942482234301978,0.4738965847106896,0.1969251394695272,0.012232702317923075,73.10308059405368,-0.0070634731446805495,5.822244910110469e-10,0.0017522971509524572,0.5371382126319623
77,0.8596328067142714,0.0015,0.8942852247228006,0.4738625449445009,0.1969158665502346,0.012249646325556533,73.0049832424179,-0.006880228515207044,4.122812092572373e-10,0.0017523443298476588,0.53715059879566
78,0.8596226243110209,0.0015,0.8943077970774461,0.47376891644080016,0.19692656707518064,0.012270065765352334,72.88533037881123,-0.006698077860823497,5.3606452611647734e-11,0.0017523916394391525,0.5371629654457984
79,0.8596127172358541,0.0015,0.8942182510967365,0.47370712172937657,0.19691972371967828,0.012293562040303234,72.73874310514152,-0.006514035758027268,6.720257683893605e-11,0.0017524390892645731,0.5371753124194109
80,0.8596030859122255,0.0015,0.8942832936908232,0.473632689999749,0.19693220910860046,0.012320514424162371,72.58489888514718,-0.006329628399941547,2.1884520838212138e-09,0.0017524866724527809,0.537187639810307
81,0.8595937314876708,0.0015,0.8941700684395852,0.4736082919607529,0.19691946889355053,0.012351358263568394,72.39447268540758,-0.006145522239149137,4.471676361527638e-10,0.0017525343994595696,0.5371999474408413
82,0.8595846543365365,0.0016200000000000001,0.8941237211610568,0.47353395955218763,0.19692903290015393,0.012382574377849767,72.20822535582631,-0.005959179086070808,2.8719382431890517e-10,0.0017525822614311154,0.5372122354355274
83,0.859575163611681,0.0015,0.8941977688725817,0.4734505623090582,0.19695004144281258,0.012424319308251892,71.97157016712217,-0.005758271434238927,1.152559709874439e-08,0.0017526341121488302,0.5372254843356433
84,0.8595666658849301,0.0015,0.8941312810345374,0.47340991139055,0.19692720364144609,0.012465403614769355,71.729027688694,-0.005572756808549408,8.712653449608505e-09,0.0017526822641488206,0.5372377313628954
85,0.8595584480980083,0.0015,0.8939756089033852,0.4733479940825356,0.1969178763108654,0.01251033410680944,71.45897154071926,-0.005385898035155978,1.558547545533128e-08,0.001752730561426824,0.537249958576977
86,0.8595505108526952,0.0015,0.8941321612286194,0.4732691443375743,0.19694756691324689,0.012558417580121174,71.19783647296047,-0.005199693157849476,3.746284164751044e-09,0.0017527790007713074,0.5372621660296909
87,0.8595428551975318,0.0015,0.8940864919250187,0.47320725614613235,0.19693790343005152,0.012609473772569619,70.9059321626883,-0.005009882365528133,4.878105487012537e-09,0.0017528275891219207,0.5372743535237651
88,0.8595354814511613,0.0015,0.8939728210636604,0.47318170520407155,0.19692695337224772,0.012663965526039902,70.59185523092711,-0.004822364798092359,5.429920720525027e-09,0.0017528763169132589,0.5372865212575143
89,0.8595283904983302,0.0015,0.8940149579353116,0.4730995404182415,0.1969359309252014,0.012721903374114262,70.27367931078597,-0.0046337129663145986,1.0768657019182802e-08,0.0017529251877091722,0.537298669154144
90,0.859521583577231,0.0016200000000000001,0.8939430292400415,0.47305360245635875,0.19693384899784383,0.012782668735679363,69.9339901334407,-0.004442595616886467,2.867772686399463e-10,0.0017529742120369232,0.5373107970334361
91,0.859514551374238,0.0015,0.893980701084465,0.4729446963138858,0.1969671694794649,0.012853060742313517,69.55391552312472,-0.00423910606906447,1.361115665548366e-09,0.0017530273173116547,0.5373238728818623
92,0.8595083371073252,0.0015,0.8938777359454099,0.47288838380506437,0.19694356760880957,0.012921786547222572,69.17601778041607,-0.004049081884323205,5.511169298851635e-11,0.0017530766493859178,0.5373359592925718
93,0.8595024088553384,0.0015,0.8938132616236909,0.4728485270143539,0.196941979331268,0.012993263952376072,68.79051059839662,-0.0038572509367600675,6.287488305800186e-10,0.0017531261279667772,0.5373480257949376
94,0.8594967675014514,0.0015,0.8938007980539261,0.4727726292907806,0.19694999621357415,0.01306850126474738,68.39351965056443,-0.0036637912352496652,4.824520549193048e-09,0.0017531757555185204,0.5373600722615754
95,0.8594914140150955,0.0015,0.8937601559608332,0.47272531844987725,0.1969448738473528,0.013145998836527478,67.98723832816955,-0.003473024327439981,3.152730516124472e-09,0.0017532255366010548,0.5373720986792214
96,0.8594863491303839,0.0015,0.8937623229786431,0.4726609046222733,0.19695780697521917,0.01322716784383585,67.57019594297776,-0.0032802396137707793,6.651978989777761e-09,0.001753275470886684,0.5373841050217564
97,0.8594815735602689,0.0015,0.8937302826917501,0.47260215925231563,0.19694974263253587,0.013312782652035181,67.13324374413352,-0.003089115465498828,1.7543377863067448e-10,0.0017533255567628778,0.5373960912822615
98,0.8594770881226382,0.0015,0.8937054212741088,0.47254651320186425,0.19696180929806947,0.013401248599395116,66.68822047778798,-0.00289389268519432,7.002128630161296e-09,0.0017533757955263186,0.5374080574497606
99,0.8594728937558239,0.0015,0.893807956937254,0.4724564605951207,0.19696847031150427,0.013490356166015568,66.25532683776754,-0.002698738891477464,7.019957257499544e-09,0.001753426190777556,0.5374200034793046
100,0.8594689912754312,0.0015,0.8937668061220623,0.47238505370437983,0.19697613608578501,0.013583287374288364,65.79900590293498,-0.002503790714103127,9.183631633358035e-11,0.0017534767431917225,0.5374319292810356
101,0.859465381601516,0.0015,0.8938680639383345,0.4722933071350916,0.19697686946886345,0.013681456945428768,65.33427452234848,-0.0023093145060717767,9.899299651265386e-09,0.0017535274557732516,0.5374438348285178
102,0.8594620651645478,0.0015,0.8936347426017965,0.4722671425584932,0.1969733751879855,0.013782235879547551,64.83960588194005,-0.0021125159650324426,1.8395440709318055e-09,0.001753578321245815,0.5374557201902832
103,0.8594590432674984,0.0015,0.8937119786248101,0.4722187706769374,0.19698032715966682,0.013883899179084605,64.37038810906537,-0.0019168398190493807,8.882985830834522e-09,0.001753629350343461,0.5374675851995248
104,0.8594563163116766,0.0015,0.8936684053528929,0.47214947820177894,0.19699780816433937,0.013991140230813435,63.87387951303063,-0.001719600900212862,9.853873272417053e-11,0.001753680534937394,0.5374794299696137
105,0.8594538855813126,0.0015,0.8936408625898401,0.47210670091488294,0.1969728618697996,0.01409886067874847,63.38390618589806,-0.0015203085136516216,4.76570782723356e-10,0.0017537318856918613,0.5374912543239954
106,0.8594517514303742,0.0015,0.8935796207466872,0.47203163266965836,0.19699740443619007,0.01421006246923074,62.883581453745784,-0.0013236862847175478,4.270347621945553e-09,0.0017537833931384828,0.5375030584374266
107,0.8594499151767594,0.0015,0.8936446310032087,0.47193670902339097,0.19700084726716982,0.014322551883761947,62.394232414432345,-0.001125628489857407,1.7667449741029497e-09,0.0017538350681140537,0.537514842117711
108,0.8594483774483334,0.0016200000000000001,0.8935781739485283,0.4719224458464099,0.19699171068075372,0.014442839933338315,61.869976962486966,-0.0009266808281387975,2.338258476004809e-10,0.0017538869070602974,0.5375266053701873
109,0.8594470530080974,0.0016200000000000001,0.8933618665846738,0.4718564558029014,0.19699564857888124,0.01457263958561165,61.304052799517386,-0.0007095526543220904,5.492828414182106e-11,0.0017539430786714361,0.5375392867747054
110,0.859446078919081,0.0015,0.893479069780547,0.47178721109914495,0.19699852307539736,0.014706548618464363,60.75382422894019,-0.0004939476990261478,9.356104823580206e-09,0.0017539994459053498,0.5375519442131386
111,0.859445489979588,0.0016200000000000001,0.8934281125449488,0.4716865822758607,0.1970029570942187,0.014831848680358153,60.237137783647796,-0.00029338889498988743,2.479727534390527e-11,0.001754051806366272,0.5375636428349141
112,0.859445193412517,0.0017496000000000002,0.8933094730901592,0.47163820133538104,0.19700911079765082,0.014970905910650797,59.669700579350334,-7.547669280278444e-05,1.4500201040931091e-10,0.001754108547775317,0.5375762542349682
113,0.8594452703345927,0.0015,0.8933947027572536,0.471580536484372,0.19701496255074485,0.015123690942973696,59.07253104588964,0.00016068595205611294,7.46473996515186e-09,0.0017541700539995373,0.537589847540838
114,0.8594456652884682,0.0015,0.8933135685565977,0.47154100303176744,0.19701320504508357,0.015259628542642699,58.540977328527525,0.0003644185176164946,4.195439542523541e-09,0.0017542229648773665,0.537601479433317
115,0.8594463653541636,0.0016200000000000001,0.8932514593051778,0.47146630610575585,0.19703028871402978,0.015396901731055328,58.01501333891756,0.0005670298089219605,4.2274272980034553e-10,0.0017542760512254793,0.5376130906352624
116,0.8594474648393716,0.0016200000000000001,0.8933286494456997,0.4713810546200297,0.19702671759165938,0.01554493097979013,57.46752112358111,0.0007891013197452209,1.0277045880440583e-10,0.0017543335767911104,0.5376256075594312
117,0.859448922263011,0.0015,0.8932841979464807,0.4713389965392434,0.19701520590357277,0.01570070239936338,56.89453727768899,0.0010094750461007382,3.3720182145193557e-09,0.0017543913080701973,0.5376381003243382
118,0.8594505915044901,0.0015,0.8932476955442981,0.47124237414926967,0.19705037377312412,0.015844466488149637,56.3760033329222,0.0012150426584908501,7.697615875081298e-10,0.001754444940751433,0.5376496462088218
119,0.8594525695597518,0.0015,0.8933682023416953,0.47114053505535064,0.1970620038972607,0.01598970712418827,55.87145501810108,0.0014214302814503442,1.3163368148867194e-08,0.0017544987536184439,0.537661171267997
