target_component,direction,step,scale,sigma1,sigma2,sigma3,sigma4,condition,wmin,wmax,target_error_pct
Hmin,1,15,1.4549914146182013,0.8353697343063731,0.46886566126390344,0.22680068435598555,0.034083995154572416,24.509149544175635,0.0018280524535558068,0.6208164406600751,7.203961316371021e-07
Hmin,1,16,1.4918246976412703,0.8407620354470948,0.4718132549043286,0.22712760823027864,0.024673870873945767,34.07499535611547,0.001811585290920833,0.7335375637688515,3.4319485364697755e-06
Hmax,-1,1,0.9753099120283326,0.9291965335773198,0.4676500187495737,0.19634792193120448,0.07866462369867523,11.812127102223311,0.0017941256720777337,0.5243866685781446,1.4616583277060613e-06
Hmax,-1,2,0.951229424500714,0.8828182959906831,0.45729430938424753,0.19477311977212144,0.07674773953849552,11.502857299762875,0.0017916840450932644,0.5268791738410075,3.8214170716699414e-07
Hmax,-1,3,0.9277434863285529,0.8378515458262452,0.45396585721805344,0.19927700644452664,0.0923961380081065,9.068036434084886,0.001785937340154957,0.5289663604063451,4.4878214477961365e-07
Hmax,-1,4,0.9048374180359595,0.830028088622928,0.47392847606019944,0.2097490601554162,0.09963521147975057,8.330670214832828,0.0017707709929290312,0.5306732861491298,1.0545901929503998e-07
Hmax,-1,5,0.8824969025845953,0.8711054200653019,0.4914262597295671,0.20632071400231491,0.0736150460931468,11.833252389234021,0.0017476404893999268,0.5325346690790969,1.2382559200219134e-06
Hmax,-1,6,0.8607079764250578,0.8968728796626865,0.47707706590014404,0.19718184296590816,0.014314782574943879,62.6536152377573,0.001750647078307814,0.5364444972197786,4.5328618192286285e-06
Hmax,1,1,1.0253151205244289,0.9967876423634658,0.4836096350700341,0.2140496203884071,0.09279940202697883,10.741315359701108,0.0017962712294627226,0.5185951816428229,1.90839204439186e-06
Hmax,1,2,1.0512710963760241,1.0243662527337625,0.49271681643385157,0.23325362368668426,0.10003293637051523,10.240289747564534,0.0017940957377678259,0.5155508226794475,3.059155928575308e-07
Hmax,1,3,1.0778841508846315,1.050157979323038,0.5058346402837498,0.26172870791353353,0.10748108997766426,9.770630159605492,0.001791241250113037,0.5125578895555716,1.043211939055766e-06
Hmax,1,4,1.1051709180756477,1.0744313087484878,0.5249158892418411,0.2952337327374657,0.11470909043584311,9.366575087171649,0.0017896633024786564,0.5097530046260411,1.2405424465455894e-06
Hmax,1,5,1.1331484530668263,1.0973722431830761,0.5504772924035485,0.32649546553371667,0.12194207427634486,8.999127247058416,0.0017905339359890703,0.5071914997692759,3.630653999664446e-07
Hmax,1,6,1.161834242728283,1.1178917621862585,0.5811397688569968,0.3512248450401026,0.12956047387538985,8.628339560269263,0.001794021696407996,0.5048845580150855,4.2028602820209926e-08
Hmax,1,7,1.191246216612358,1.1360314257285729,0.6142561606493323,0.3692248627815375,0.1376498400616953,8.253053001873436,0.0017997921729577535,0.5028274889276425,1.7611480940260549e-06
Hmax,1,8,1.2214027581601699,1.1515648942051162,0.6471546631849727,0.3821224530464083,0.14605774600644011,7.8843123743285775,0.0018073445269751257,0.5010034389119162,1.1280168688010406e-06
Hmax,1,9,1.2523227161918644,1.1650834356375936,0.6781567332211572,0.3915984389420922,0.15454278436569682,7.538905426219317,0.0018161749950260204,0.4993874458078953,1.053173859233425e-06
Hmax,1,10,1.2840254166877414,1.176775552780696,0.7064795698990516,0.39889224629359277,0.1628989161015813,7.223961834386158,0.001825851337426049,0.49795267780742575,3.269814863315901e-07
Hmax,1,11,1.3165306748676215,1.1868153039491542,0.7318841050002985,0.4048077706226646,0.17096479399177802,6.941869587525898,0.0018360341457672859,0.4966723887406,6.944612773729375e-07
Hmax,1,12,1.3498588075760032,1.1958142052375311,0.7544661867279925,0.40988550621887054,0.17864538518990133,6.693787270051068,0.0018464710277880736,0.49552301993977765,9.70587721305094e-08
Hmax,1,13,1.3840306459807514,1.2033744463107539,0.7745029575746766,0.4144425816767552,0.18588336642110634,6.473814572437802,0.0018569800980150818,0.4944845074048148,2.511164609586558e-08
Hmax,1,14,1.4190675485932573,1.2103989183257406,0.7921761114522101,0.41870158608654795,0.19264945872618874,6.282908482219365,0.001867432575827444,0.49354018629201407,1.133931171182212e-07
Hmax,1,15,1.4549914146182013,1.216644724684146,0.8077792901676608,0.42281346923374685,0.19894135774736707,6.115594758477253,0.0018777385906128482,0.49267623964136614,2.159160905623736e-06
Hmax,1,16,1.4918246976412703,1.2221398881453875,0.8216260537005697,0.42685717312214044,0.20476285051638032,5.968562583805311,0.0018878360899157675,0.4918813628670598,1.8577840310562976e-05
Hmax,1,17,1.5295904196633787,1.227140429122202,0.8338766470295425,0.43090859237710627,0.2101294406000971,5.8399262169911985,0.0018976827262167215,0.49114629510547747,1.2956588435475425e-05
Hmax,1,18,1.5683121854901687,1.231570719829116,0.844803985770744,0.43501621067162044,0.21506391878679834,5.726533426790304,0.0019072505159403066,0.4904632336273478,1.539903132785625e-05
Hmax,1,19,1.608014197485783,1.235684462817724,0.8545735227121247,0.43919993589105666,0.21958712348140064,5.6273083923447285,0.0019165214677516283,0.48982577627744295,7.455832706781962e-06
Hmax,1,20,1.6487212707001282,1.239215009909068,0.8632321819431362,0.4434925523457381,0.2237253149192445,5.539002192739668,0.0019254850519391784,0.4892284813569167,6.3401268679541545e-06
f1,-1,1,0.9753099120283326,0.9835334051158204,0.4759805357290129,0.20338741076552808,0.08286479766374902,11.869134214347913,0.0018023544618080848,0.52164506072427,7.737861462686624e-07
f1,-1,2,0.951229424500714,1.003140594013996,0.47659065673355355,0.20406451818233828,0.08039505611501561,12.477640323788972,0.001807058704766956,0.5218029412902857,8.559509168115653e-06
f1,-1,3,0.9277434863285529,1.0231087683927491,0.47761234952311427,0.20498978239755375,0.07856492348082343,13.022462481523007,0.0018108912335045525,0.5219890376480246,5.448604811775226e-06
f1,-1,4,0.9048374180359595,1.0442886049687876,0.4789658116792768,0.20616278727345744,0.0775419409054505,13.467403482228075,0.0018138280151339923,0.5222089506191223,1.9210403312541757e-05
f1,-1,5,0.8824969025845953,1.0659833503022411,0.4807561380960903,0.20742547274524123,0.07722341596891773,13.8038875505235,0.0018159225697703593,0.5224457934557614,1.3455122516159435e-05
f1,-1,6,0.8607079764250578,1.0882736349985074,0.4827534294399097,0.2088156812582689,0.07743137793272944,14.054685116723272,0.0018172705738402118,0.5226892343649879,1.5924928997712584e-05
f1,-1,7,0.8394570207692074,1.1107898603284867,0.4849015290583892,0.21007020740833893,0.07799494342318439,14.241818912561694,0.0018180228586451468,0.522930293501862,1.0386271553919357e-05
f1,-1,8,0.8187307530779818,1.1331764152624255,0.4869276797266757,0.2112172245648273,0.07854350268343725,14.427373067758314,0.001818306312199624,0.523168366483123,1.005040574098004e-05
f1,-1,9,0.7985162187593771,1.1550558382497165,0.48878631940195244,0.212109855854031,0.07901853033667561,14.617531271821308,0.001818235909951846,0.5233935052976382,1.774265149245835e-05
f1,-1,10,0.7788007830714049,1.176019315856071,0.49034744136519987,0.2128510700223468,0.0792577323477271,14.837912731297013,0.001817886384141378,0.5236196623626622,8.421996278151767e-06
f1,-1,11,0.7595721232249685,1.196347381701887,0.49154855053022506,0.2133023285980424,0.07926434437320566,15.093134134422963,0.0018173211790275215,0.5238443493030027,2.5711722750898502e-06
f1,-1,12,0.7408182206817179,1.2155565752399855,0.49242611932960245,0.21352483281963155,0.07905032951507979,15.376995677267907,0.001816574760569037,0.5240661529504607,4.489458360623644e-06
f1,-1,13,0.7225273536420722,1.234039343447333,0.49287892802281325,0.21368169319892577,0.0784948135236024,15.721285114923841,0.0018156762641003627,0.5242952924581948,5.2447365783692135e-06
f1,-1,14,0.7046880897187134,1.252036418986797,0.4929434816141954,0.21375762832340403,0.07761986462245767,16.130360766238013,0.0018146513478767706,0.5245364835935348,1.57176013315663e-05
f1,-1,15,0.6872892787909722,1.2687886908534611,0.4927023776958283,0.2136343629960444,0.07655231623228789,16.57413848855323,0.0018135266765343186,0.5247737811952338,1.6903596145034783e-05
f1,-1,16,0.6703200460356393,1.2850153410071423,0.4920789559574508,0.2133509068114122,0.07522149993093454,17.083085848952674,0.0018123184221844142,0.525025114461222,8.53165148528845e-06
f1,-1,17,0.6537697851298473,1.3004947394962467,0.49109221271974685,0.21315751858624457,0.07364932170605407,17.657932338966056,0.0018110478096863376,0.5252934457215581,5.967459637545858e-07
f1,-1,18,0.6376281516217733,1.3151794393138665,0.48986741885676666,0.21285607260999237,0.07177197284227214,18.32441532858707,0.001809768586953558,0.5255741448442507,1.4052997487912222e-05
f1,-1,19,0.62188505646502,1.3290822742659543,0.4882092063218575,0.21263852641608622,0.06969777874706506,19.069219968820327,0.0018085029195425044,0.5258949153779738,1.7777800453977477e-05
f1,-1,20,0.6065306597126334,1.3433347296384897,0.48613281212682363,0.21243494277494618,0.06744663285858347,19.91700212010706,0.0018073440869897125,0.5262176919495916,2.4382976748782426e-06
f1,1,1,1.0253151205244289,0.9451564985706478,0.4745216806561937,0.20274469332713216,0.08904057730195145,10.614896345128855,0.0017912899836688442,0.5214369958039652,1.7531455620556358e-06
f1,1,2,1.0512710963760241,0.925580105557937,0.4736723710742302,0.20270891053413131,0.09238711969438594,10.018497260437718,0.001785067964113368,0.5213820161025212,1.8847602667459995e-05
f1,1,3,1.0778841508846315,0.9065969947803043,0.47257794563752936,0.20289778773220918,0.09573481771874863,9.469877484320493,0.0017782196462170885,0.521364598211738,7.95284057497625e-06
f1,1,4,1.1051709180756477,0.8872415597471155,0.47130500986721097,0.2032513545749101,0.09897292896138303,8.964487249774095,0.001770769324456202,0.5213830152285951,1.405772501739122e-05
f1,1,5,1.1331484530668263,0.8681488769274152,0.46966465994764006,0.20382546924960987,0.10202321000186386,8.509327210068719,0.0017627314247786222,0.5214303298936401,6.678316788466532e-07
f1,1,6,1.161834242728283,0.849125603155449,0.4675962188795643,0.20460426820633876,0.10482695167070945,8.100260377911095,0.001754095412528588,0.5215078007394334,2.1134094474462017e-08
f1,1,7,1.191246216612358,0.8299016110091645,0.46506857649041256,0.20562514905892615,0.10733848336202624,7.7316316107254,0.0017448336896070575,0.5216196000008951,1.2752159761486581e-05
f1,1,8,1.2214027581601699,0.8107768882088896,0.4621025831125138,0.20681653475149692,0.10951673751262635,7.4032235311558106,0.0017349050018743634,0.5217650959459322,5.392042035090583e-07
f1,1,9,1.2523227161918644,0.7920831389546927,0.4585657862728064,0.20833168896329832,0.11132667298367854,7.114944853070558,0.0017242604416772018,0.521938291227279,1.4488542587898223e-07
f1,1,10,1.2840254166877414,0.7737726340255238,0.45449403303722624,0.21018143092232427,0.11273575034854524,6.863595901328993,0.0017128294089422487,0.5221446672479424,1.798022730703508e-07
f1,1,11,1.3165306748676215,0.7559487328668688,0.4499807134586617,0.2123656153518432,0.11371246756341383,6.647896656057527,0.0017005394617216722,0.5223870466244698,5.73768810241404e-09
f1,1,12,1.3498588075760032,0.738907399224701,0.4450182765282361,0.21503107535231297,0.11425923449856769,6.4669381207342465,0.0016873164181030978,0.522663054119452,2.1088494284171588e-07
f1,1,13,1.3840306459807514,0.7226345215370442,0.43986442017263266,0.2180910008309123,0.11432529697601325,6.3208628418315955,0.001673086218212196,0.5229784383034762,1.7451884382069238e-08
f1,1,14,1.4190675485932573,0.7074948466996919,0.43457064614219465,0.2216687767526999,0.11395876664620291,6.208340679012302,0.0016577927881382087,0.5233257893134292,6.296672960814931e-07
f1,1,15,1.4549914146182013,0.6933417402550826,0.42949412625752886,0.22568593448044877,0.11318175331761274,6.125914468822674,0.0016413977053026671,0.5237151932590915,3.8996639251109855e-08
f1,1,16,1.4918246976412703,0.680418625294936,0.4249992032911509,0.23003021763878642,0.11200722953878729,6.074774173923407,0.0016239037727422394,0.5241488484615153,2.6612978487605687e-08
f1,1,17,1.5295904196633787,0.6685512825373094,0.42140918508029374,0.23448602403424187,0.11048233705163632,6.051205110051641,0.001605365178100581,0.5246164326291659,1.352040479574157e-07
f1,1,18,1.5683121854901687,0.657782874741025,0.4191594645396956,0.2387326970041104,0.10862548559684498,6.055511477134702,0.0015858807321861982,0.5251241932914522,6.045505873686352e-07
f1,1,19,1.608014197485783,0.6481401372060488,0.4184846639202674,0.24233603495329492,0.10651338507646577,6.0850581055212,0.001565595983723172,0.5256681130160881,2.0925856603071225e-07
f1,1,20,1.6487212707001282,0.6393730033800115,0.4196554230124069,0.24487498589382264,0.10402664488679468,6.146242667691521,0.0015446744289489662,0.5262555260838012,1.64356417364786e-08
f2,-1,1,0.9753099120283326,0.9671802851742293,0.47897462393360674,0.21037612603053063,0.09511520000583912,10.168514444745467,0.0017822684603510388,0.520497566702238,7.526025802562231e-07
f2,-1,2,0.951229424500714,0.967600217639981,0.48319959686522046,0.22390890579205794,0.10277857856891946,9.414415251823556,0.0017797147138064319,0.5197337264040257,1.4828384631293545e-06
f2,-1,3,0.9277434863285529,0.9662877003161856,0.48823927008246504,0.24291431108036846,0.10807400495561395,8.940981697800877,0.001784979182074203,0.5192049578748622,2.158166201304823e-07
f2,-1,4,0.9048374180359595,0.9636111258970416,0.4940669266049946,0.26484272407411724,0.11110448454528536,8.673017383958799,0.0017939718982745506,0.5188366883395938,5.788318380162139e-07
f2,-1,5,0.8824969025845953,0.9605541686473703,0.4998646155841695,0.28673882306091186,0.11260275432483303,8.530467788349053,0.0018041399513463053,0.5185930662955235,3.793801384155415e-07
f2,-1,6,0.8607079764250578,0.9584972365823013,0.5045457159304312,0.30634015628049527,0.1132234846416667,8.46553380348418,0.0018142529725910168,0.5184365472197294,6.481273295833034e-08
f2,-1,7,0.8394570207692074,0.9572046455709854,0.506556159150347,0.322680435815552,0.11337910096021586,8.442513985949347,0.0018238353588465935,0.5183345917800403,1.7147795072780525e-06
f2,-1,8,0.8187307530779818,0.9584477146628365,0.5037879018875338,0.335760197928388,0.11329575057916198,8.459696941529595,0.001832739842794667,0.5182764564934835,1.0845156439565073e-06
f2,-1,9,0.7985162187593771,0.9619841046819136,0.49436498843863597,0.34575667580102726,0.11307276317623015,8.507655404003954,0.0018409377230333445,0.5182567678810506,4.66134530974216e-07
f2,-1,10,0.7788007830714049,0.9679319258215588,0.47695665888190025,0.35278973392097557,0.1127379698715931,8.58567816081857,0.0018484348130987853,0.518268406862168,1.625019885320711e-06
f2,-1,11,0.7595721232249685,0.9759563977899565,0.4507737627964218,0.3561927091385944,0.11226750936118156,8.693133065330212,0.0018552179039219273,0.5183137075514195,1.3037021240336344e-06
f2,-1,12,0.7408182206817179,0.9856999181637087,0.41863540855409515,0.35174336803126727,0.11162750324970859,8.83026037014119,0.0018611889510701967,0.5183964917493546,9.695662273045969e-07
f2,-1,13,0.7225273536420722,0.9961867710493751,0.3956207232509977,0.32241773833021087,0.1105601564099082,9.010359639470433,0.0018659902301081741,0.5185432485300958,5.831502392084076e-07
f2,-1,14,0.7046880897187134,1.0061404149018973,0.38945971828751996,0.26127280473970316,0.10845827928748937,9.276750668659698,0.0018683897773224057,0.5187891789763667,1.8523774736323162e-06
f2,-1,15,0.6872892787909722,1.0126110632742682,0.3888044161417853,0.20304078369763226,0.10526234711746377,9.619879197110064,0.0018636957789497696,0.5192587685332005,1.0486419843580563e-06
f2,-1,16,0.6703200460356393,1.013352967555355,0.3891405447353628,0.2007888905271353,0.10758473050537777,9.419115173641682,0.0018467016168711328,0.5199444133246804,4.0682093249699847e-07
f2,-1,17,0.6537697851298473,1.0120625547890059,0.3897375565319933,0.21591646421929261,0.10852846908373788,9.325318631447049,0.001826176548628542,0.5204729275796374,4.640481110484984e-07
f2,-1,18,0.6376281516217733,1.0174717704433276,0.39035647008712476,0.22559538597204495,0.10817910888732392,9.405436788198129,0.0018085171510281968,0.5209287955445119,4.3814023520383216e-07
f2,-1,19,0.62188505646502,1.031811477709195,0.3907136229227468,0.22462662968138497,0.10629697793909695,9.70687499978008,0.001791962435760204,0.5214041029221674,3.652941282794586e-08
f2,-1,20,0.6065306597126334,1.0554080154157255,0.39044098514913156,0.21264620601694606,0.10202846148555896,10.344251006520443,0.0017744643014059249,0.5219813049415618,7.259980061569138e-07
f2,1,1,1.0253151205244289,0.9571346667453737,0.471136714504395,0.19887132294907486,0.07509720921085201,12.745276113497194,0.0018129824374980476,0.5228543605870533,1.7257020479277685e-06
f2,1,2,1.0512710963760241,0.9478112677318153,0.46715388057277696,0.19945818581243033,0.06314544820553684,15.009969755012484,0.0018595861182364123,0.5244543730021879,4.1781880177893527e-07
f2,1,3,1.0778841508846315,0.9355460604071227,0.4630792411395042,0.20273957165260012,0.045660210934004616,20.48930658159513,0.0019210683148970788,0.5265158229274455,8.874836432415378e-06
f2,1,4,1.1051709180756477,0.9708057041958614,0.48855672781256426,0.2132713007360724,0.025880410494730197,37.51121738944358,0.001954899249912798,0.5308966591944615,2.0840751568940163e-06
