element,width_m
1,0.11252907199264577
2,0.5081454244673844
3,0.19869548885499236
4,0.18161488906099146
5,0.16940863561649788
6,0.26110767767946863
7,0.2374172231623718
8,0.19399195338413003
9,0.18259315395734146
10,0.05957737367354646
11,0.013826176271596487
12,0.032774948257201245
13,0.009612129149016201
14,0.004400030143333563
15,0.006161515448413016
16,0.00826645723274694
17,0.008563353616854473
18,0.007736579969317149
19,0.0055386582020432555
20,0.0018539260944047478
