phase,iter,sigma1,sigma2,sigma3,sigma4,condition,null_rotation_deg,target_error_pct,width_min,width_max
2,14,0.827921276348538,0.46321256506727626,0.23411770912205462,0.14268050563432658,5.802623649725515,10.420760614683262,1.0713351206170785e-06,0.003875032504160898,0.28786143261553543
2,15,0.8540403662171604,0.47859782219335945,0.23432031063602377,0.14167813595818246,6.0280322044132335,19.347930015746847,5.823876270127926e-07,0.003801720380020781,0.28145081985962644
2,16,0.8415131826342703,0.4790749774726689,0.23568816356297972,0.14127269355962033,5.956658441421537,17.6061515459184,4.758591298781312e-08,0.0037430285870496513,0.2833470481529979
2,17,0.8473717669555891,0.48163223845054887,0.23584203453343258,0.1414445525107071,5.990840593818166,6.754559842146642,2.666474374635186e-07,0.003743023527404701,0.2784356390435165
2,18,0.8409635328916524,0.46937731098592445,0.2324688940765097,0.14176747815586016,5.93199190555602,19.350507665035032,7.132486379290981e-07,0.0038744267309522643,0.2789915086097318
2,19,0.8405424007991436,0.46755735100724116,0.23278269278586777,0.14086544424350592,5.96698789623768,12.991940681736978,3.801489345534037e-07,0.0038885062832390775,0.28158380730949206
2,20,0.874663233537892,0.480639212835282,0.2340228246839571,0.13976917135179742,6.257912421447893,12.248141798083983,3.013591376443969e-07,0.0037352490023168194,0.26798020049984056
2,21,0.8609067094240076,0.4787065746836289,0.23485554925489857,0.13984387524957662,6.156198888850615,10.357925903031296,1.4498593436940155e-07,0.0037675618508710906,0.2551928968500051
2,22,0.8710718431410963,0.47690184738718544,0.2347279058725143,0.14003547074504372,6.220365729530182,9.602693104560373,1.5896846061735914e-06,0.0037191985504361307,0.25686383058093437
2,23,0.8781000170257613,0.47408582887576406,0.23299536861688588,0.13796705249340357,6.364563141390186,15.193688498550816,1.17654759268504e-06,0.0036270697687520496,0.24000552379453877
