eps,raw_res_minus,good_minus,dist_minus,sigma_minus,raw_res_plus,good_plus,dist_plus,sigma_plus,corrected_separation
0.01,0.001383582595316338,True,4.702170725667098e-05,0.1379427724606932,0.001375465054967598,True,4.99844841633357e-05,0.13793535713695518,7.818221142755692e-06
0.025,0.0034743520697038013,True,0.0002889207226539439,0.13793573212556667,0.0034236163548584937,True,0.0003093522747337955,0.13795064789064043,2.503290171638387e-05
0.05,0.007000647188882284,True,0.0011350405519465908,0.13787873048191532,0.006797776793258143,True,0.001266275629468675,0.1378900274990225,0.00014356984560169963
0.1,0.014213518276512398,True,0.004323498348045586,0.13767316266455593,0.013403268322040281,True,0.005271138731423632,0.13761466559102675,0.0009917990989927125
0.2,0.029307824059251145,True,0.012046539530667984,0.13724364200270012,0.026086532708716744,True,0.02035066016727055,0.13684463965328128,0.0087258350454781
