element,width_m
1,0.11058638839471566
2,0.521530194123689
3,0.20223611991343118
4,0.18618377603979772
5,0.17464711264739555
6,0.2594721928039314
7,0.2257381094042138
8,0.18121240279335532
9,0.16151670173955934
10,0.060859161346433384
11,0.016749350098876466
12,0.032149024018792556
13,0.00910850279223477
14,0.004377597692128082
15,0.00622244460463129
16,0.008240063017824178
17,0.008368905271489492
18,0.00806309337683189
19,0.005536500284812415
20,0.0017968284147938853
