iter,sigma1,sigma2,sigma3,sigma4,condition,wmin,wmax,target_error_pct
32,0.992490714455582,0.48530338569919124,0.20694900191934448,0.09573693529574484,10.366852786645392,0.0016747383089179533,0.5852360616912111,3.4904527046464295e-06
33,1.043201395083482,0.49119354192155407,0.20175620674098363,0.09348279957000803,11.159287054751097,0.0017070598974933068,0.6075679828292485,1.592983678300186e-06
34,0.9404697118549618,0.46413061502724645,0.20635941184391934,0.0960883635902692,9.787550507834878,0.0016820155757853066,0.6109843747624105,4.593744051817339e-07
35,0.9419151454532347,0.4721054051960732,0.20601502822628193,0.09442384015980125,9.975395449487694,0.0017937947650812666,0.6604411169264688,6.323945589414848e-07
36,0.9419151454532347,0.4721054051960732,0.20601502822628193,0.09442384015980125,9.975395449487694,0.0017937947650812666,0.6604411169264688,6.323945589414848e-07
37,0.9551780342842313,0.46854906642339694,0.20862890822272515,0.095651366964593,9.986036421599776,0.001825393597420709,0.6605924482349002,9.393356537046316e-07
38,0.9358912973882751,0.46336228047641265,0.20674148323805266,0.09359856116812665,9.99899235317494,0.0017500212619493308,0.5772897217962298,4.338501136125217e-06
39,0.9449537332598511,0.47236891371092404,0.20816756832223574,0.09726537016538016,9.715212430211778,0.0017831698204416777,0.529677787285299,1.7320833545220182e-06
40,0.9449537332598511,0.47236891371092404,0.20816756832223574,0.09726537016538016,9.715212430211778,0.0017831698204416777,0.529677787285299,1.7320833545220182e-06
41,0.9790392067568896,0.48379897066757377,0.21397716553799248,0.09299485980685049,10.527885184088083,0.0020039430549321185,0.5333535101079571,2.1623214330190876e-07
42,0.9790392067568896,0.48379897066757377,0.21397716553799248,0.09299485980685049,10.527885184088083,0.0020039430549321185,0.5333535101079571,2.1623214330190876e-07
43,0.9528844682152362,0.4671237991048319,0.20679414767677887,0.09154258899053672,10.409192909256054,0.0019137326891268819,0.5980913601576142,7.387034761663358e-07
44,0.9528844682152362,0.4671237991048319,0.20679414767677887,0.09154258899053672,10.409192909256054,0.0019137326891268819,0.5980913601576142,7.387034761663358e-07
45,0.9528844682152362,0.4671237991048319,0.20679414767677887,0.09154258899053672,10.409192909256054,0.0019137326891268819,0.5980913601576142,7.387034761663358e-07
46,0.9528844682152362,0.4671237991048319,0.20679414767677887,0.09154258899053672,10.409192909256054,0.0019137326891268819,0.5980913601576142,7.387034761663358e-07
47,0.9528844682152362,0.4671237991048319,0.20679414767677887,0.09154258899053672,10.409192909256054,0.0019137326891268819,0.5980913601576142,7.387034761663358e-07
48,0.9140784826973334,0.45657044048834994,0.1961123738409706,0.09338088050333915,9.788711326882888,0.001833869819895846,0.5785009517841343,1.8194481588018618e-06
49,0.9140784826973334,0.45657044048834994,0.1961123738409706,0.09338088050333915,9.788711326882888,0.001833869819895846,0.5785009517841343,1.8194481588018618e-06
50,0.9140784826973334,0.45657044048834994,0.1961123738409706,0.09338088050333915,9.788711326882888,0.001833869819895846,0.5785009517841343,1.8194481588018618e-06
51,0.9140784826973334,0.45657044048834994,0.1961123738409706,0.09338088050333915,9.788711326882888,0.001833869819895846,0.5785009517841343,1.8194481588018618e-06
52,0.9140784826973334,0.45657044048834994,0.1961123738409706,0.09338088050333915,9.788711326882888,0.001833869819895846,0.5785009517841343,1.8194481588018618e-06
53,0.9140784826973334,0.45657044048834994,0.1961123738409706,0.09338088050333915,9.788711326882888,0.001833869819895846,0.5785009517841343,1.8194481588018618e-06
54,0.9140784826973334,0.45657044048834994,0.1961123738409706,0.09338088050333915,9.788711326882888,0.001833869819895846,0.5785009517841343,1.8194481588018618e-06
55,0.9140784826973334,0.45657044048834994,0.1961123738409706,0.09338088050333915,9.788711326882888,0.001833869819895846,0.5785009517841343,1.8194481588018618e-06
56,0.9381700179838445,0.4589154882794212,0.20894859109578526,0.09475321519394019,9.901194551167524,0.0018909313955631432,0.5481255199188417,1.4717447371914716e-06
57,0.9381700179838445,0.4589154882794212,0.20894859109578526,0.09475321519394019,9.901194551167524,0.0018909313955631432,0.5481255199188417,1.4717447371914716e-06
58,0.9381700179838445,0.4589154882794212,0.20894859109578526,0.09475321519394019,9.901194551167524,0.0018909313955631432,0.5481255199188417,1.4717447371914716e-06
59,0.9381700179838445,0.4589154882794212,0.20894859109578526,0.09475321519394019,9.901194551167524,0.0018909313955631432,0.5481255199188417,1.4717447371914716e-06
60,0.9381700179838445,0.4589154882794212,0.20894859109578526,0.09475321519394019,9.901194551167524,0.0018909313955631432,0.5481255199188417,1.4717447371914716e-06
61,0.9381700179838445,0.4589154882794212,0.20894859109578526,0.09475321519394019,9.901194551167524,0.0018909313955631432,0.5481255199188417,1.4717447371914716e-06
62,0.9381700179838445,0.4589154882794212,0.20894859109578526,0.09475321519394019,9.901194551167524,0.0018909313955631432,0.5481255199188417,1.4717447371914716e-06
63,0.9381700179838445,0.4589154882794212,0.20894859109578526,0.09475321519394019,9.901194551167524,0.0018909313955631432,0.5481255199188417,1.4717447371914716e-06
64,0.9381700179838445,0.4589154882794212,0.20894859109578526,0.09475321519394019,9.901194551167524,0.0018909313955631432,0.5481255199188417,1.4717447371914716e-06
65,0.9381700179838445,0.4589154882794212,0.20894859109578526,0.09475321519394019,9.901194551167524,0.0018909313955631432,0.5481255199188417,1.4717447371914716e-06
66,0.9381700179838445,0.4589154882794212,0.20894859109578526,0.09475321519394019,9.901194551167524,0.0018909313955631432,0.5481255199188417,1.4717447371914716e-06
67,0.9185444512870338,0.45706126909543443,0.20043672947862648,0.09070302904315482,10.126943509791799,0.001782357052413177,0.5319467941567152,4.95088513519093e-06
68,0.9185444512870338,0.45706126909543443,0.20043672947862648,0.09070302904315482,10.126943509791799,0.001782357052413177,0.5319467941567152,4.95088513519093e-06
69,0.9185444512870338,0.45706126909543443,0.20043672947862648,0.09070302904315482,10.126943509791799,0.001782357052413177,0.5319467941567152,4.95088513519093e-06
70,0.9185444512870338,0.45706126909543443,0.20043672947862648,0.09070302904315482,10.126943509791799,0.001782357052413177,0.5319467941567152,4.95088513519093e-06
71,0.9185444512870338,0.45706126909543443,0.20043672947862648,0.09070302904315482,10.126943509791799,0.001782357052413177,0.5319467941567152,4.95088513519093e-06
72,0.9185444512870338,0.45706126909543443,0.20043672947862648,0.09070302904315482,10.126943509791799,0.001782357052413177,0.5319467941567152,4.95088513519093e-06
73,0.9185444512870338,0.45706126909543443,0.20043672947862648,0.09070302904315482,10.126943509791799,0.001782357052413177,0.5319467941567152,4.95088513519093e-06
74,0.9185444512870338,0.45706126909543443,0.20043672947862648,0.09070302904315482,10.126943509791799,0.001782357052413177,0.5319467941567152,4.95088513519093e-06
