element,width_m
1,0.11065976273950334
2,0.537088472387558
3,0.20876869251296992
4,0.19733640877973316
5,0.1914225805431685
6,0.32199411564913916
7,0.29538771198744035
8,0.24223673556395153
9,0.22691766441952024
10,0.07044742673390382
11,0.016238554927250237
12,0.010403969574141447
13,0.00975971246215609
14,0.00809710805001332
15,0.004283941539101373
16,0.005784293647057768
17,0.007056788269615738
18,0.006879744005008039
19,0.0051052521451164
20,0.0017521097804234515
