phase,iter,sigma1,sigma2,sigma3,sigma4,condition,wmin,wmax,target_error_pct
1,33,0.8196346456422104,0.4576264305426819,0.22828177879709124,0.14177709898776936,5.781149787194599,0.0038237859652318126,0.3403978717147518,5.0232074055855946e-08
1,34,0.8287887958163482,0.4627863502300461,0.2283570797705149,0.14152520081986913,5.856121673137327,0.00390008320247842,0.3521546793759071,6.093487492364602e-07
1,35,0.8292012326708332,0.46187229463476087,0.22922578433073512,0.14133992134379741,5.866716386900141,0.003906397694827541,0.3506562279482675,1.592659337745772e-08
1,36,0.8324099092314284,0.4684703101592318,0.2324585057671505,0.14154240830212433,5.880992977416615,0.003878682902139648,0.3467077901772593,8.51330828055552e-07
1,37,0.8142598315616708,0.4554838944256069,0.23209363335129646,0.14171433258772728,5.745783201269419,0.0038872385728790635,0.3395443506362279,3.496491984833483e-09
1,38,0.8118775634627017,0.452621210904443,0.22969137706799753,0.14162807435652588,5.732462064116826,0.003908983534269519,0.34079469348604563,8.447431643077152e-08
1,39,0.8237115798504,0.4712711715984581,0.23456027484777092,0.14469548678292293,5.692724757104276,0.003863624375909244,0.33719731129539393,1.5535331909788397e-07
1,40,0.8458290460959413,0.4772375276342078,0.235919869025303,0.1420119904166342,5.9560396528099595,0.003874777723628539,0.31028398315252675,6.026049659269006e-08
1,41,0.8169133348512633,0.4585521450417254,0.23384051842054573,0.14331225320467839,5.700233696588027,0.0038615457822161157,0.29391649288930677,6.672574492938566e-07
1,42,0.8364824333323438,0.46724136037239583,0.23359794001255635,0.14101024260148695,5.932068606507902,0.003866711079789578,0.27676948951358943,1.2286532902194836e-06
1,43,0.8176397600090234,0.45081231054228066,0.2297913139342665,0.1421439484724428,5.752195354046591,0.003781279824339222,0.2816071554964886,2.5056283714519623e-07
1,44,0.8404177607469548,0.46878369480670545,0.23174752125647613,0.14194299762328066,5.92081169778758,0.003845239759325038,0.2822845560859196,3.7139131769947653e-07
1,45,0.8215444807830583,0.46200380352190745,0.22995944614496727,0.14187714704490234,5.790534260764701,0.003878082414341862,0.2809597130641092,3.2541036532052203e-07
1,46,0.8485202607648157,0.4719231521543409,0.23246389701242046,0.14379248327798624,5.901005681391685,0.0038503214264782554,0.2804077932741468,5.029793692656881e-07
1,47,0.8731041382606046,0.47706203322317503,0.23287831687147142,0.14185118060574997,6.155071353880668,0.003802618358207082,0.2869938490345291,5.788962642583328e-07
1,48,0.8503148500017629,0.4582366029781039,0.22951670304821206,0.1405362031725611,6.050503932838439,0.0038131401436753633,0.2704349175669389,2.70053801543213e-07
1,49,0.8760802876385588,0.4685690373544103,0.22990124619055022,0.1399920717154893,6.2580707385990175,0.0038008565717047886,0.2654849137628531,1.5782346096671063e-06
2,0,0.8760802876385588,0.4685690373544103,0.22990124619055022,0.1399920717154893,6.2580707385990175,0.0038008565717047886,0.2654849137628531,1.5782346096671063e-06
2,1,0.8868889577557161,0.4799285198564317,0.22956666702475753,0.14176133834389507,6.256211800175276,0.00374726138057644,0.27559640971158395,3.287446870281485e-07
2,2,0.862538730031312,0.4666151236040897,0.23064497006427254,0.14029146446954965,6.148191077002597,0.003779353880646923,0.24912532011740945,5.356919574595054e-07
2,3,0.9471810150423507,0.49123844882728557,0.2360976590686297,0.1387886110051338,6.824630696875514,0.0035379444136134307,0.2576916385328342,1.94283105159343e-06
2,4,0.9500843506318234,0.5139373097031945,0.23589685427070511,0.1385379181730536,6.857937257618038,0.003526772938629847,0.2673905875769929,1.1688755074956703e-06
2,5,0.9601317314815903,0.5105542156052657,0.23767477147735963,0.13812961329932325,6.950947798579657,0.003469426861050996,0.2782781235117143,1.0441312592313068e-06
2,6,0.97555639775468,0.5024764641380854,0.23591344564746108,0.13527803974836075,7.211491233679718,0.0032568905599949993,0.28008605358831035,2.95313795639629e-07
2,7,0.9228605326804031,0.4775744960954517,0.22631841477457373,0.12970279537298432,7.115193855510572,0.0033653424400592455,0.2869351292282591,3.499634138037777e-07
2,8,0.9753330048362393,0.48551861091307424,0.2268959716999534,0.12635911654425247,7.7187387147856965,0.0030589489483887015,0.2885032451707489,7.000964585834879e-07
2,9,0.9521273260767004,0.4787303953793008,0.22637773644287087,0.1253431972104924,7.596162753673547,0.002978228746481564,0.32367100908672547,1.067474519889089e-06
2,10,0.9708645333546084,0.4908533672845086,0.2230308407641286,0.1184297499355621,8.19780953588822,0.0028069998396034884,0.30630717061942386,9.604737893909032e-07
2,11,0.9262422426383257,0.4779229500374112,0.22420461604067513,0.11878823818427095,7.7974238594353675,0.0028632080493772496,0.3317584989877193,1.7182899547663055e-07
2,12,0.9624113620226639,0.49364328808025393,0.223446270181892,0.11869536777447491,8.108247019810216,0.002696004505487393,0.32692008405899303,1.2123058112933904e-08
2,13,1.0027055967760312,0.5029142107220193,0.22330035687329175,0.11342454639333865,8.840287474448472,0.00238462074358457,0.30947416600253225,3.4920235147950507e-06
2,14,0.9979080752420237,0.4895976112520951,0.21948400559428402,0.11116875814283084,8.9765154519393,0.0023825000730664115,0.36896833513480426,2.7958103832048664e-06
2,15,1.0113787073030507,0.49367146057607947,0.2204112509729798,0.11048177672152,9.154258171031486,0.0022163995371871628,0.3444108215346323,3.2368743241306674e-07
2,16,0.9739644626872158,0.4838485571959488,0.22302385585881593,0.11107500256423061,8.768529733987696,0.0022499058237202296,0.3524280866254024,2.5219090371564334e-06
2,17,0.9710161307366428,0.4792900673270623,0.21559958540532656,0.10446831484803103,9.294838651788055,0.0021981251160531692,0.3595625634628798,6.805744412474724e-07
2,18,0.9657093711591276,0.47638374153664126,0.20728641824533017,0.09894272818619604,9.760286469378537,0.001958397160170556,0.3343518758217542,3.0156742769626987e-06
2,19,0.9521503780937555,0.4745356674301275,0.2069135416065541,0.0986862874185276,9.648254109060714,0.0019015969204381042,0.35879031209537554,7.583923933296433e-07
2,20,0.9223273881533584,0.4639030285705399,0.20483528968564316,0.09814272801393607,9.397816902158963,0.0018784016751716914,0.3797757748416805,3.7373572459031834e-06
2,21,0.9640476506865899,0.4738939045076321,0.19960547841256931,0.0944022034787723,10.212130810096715,0.0017477861140574168,0.39233256456351756,1.0101046887811549e-06
2,22,0.947723553222032,0.47101657495726734,0.2008225812125183,0.09494585278374386,9.98172669406258,0.0018164632293250322,0.4215909828231443,2.7512057187983885e-06
2,23,0.9841037677630047,0.4740068507329723,0.19679805120996258,0.0942976892725588,10.43613873632198,0.00172327388531246,0.41310431284430654,7.303816595971568e-06
2,24,0.9923346765897478,0.47526579096460625,0.19874747879871518,0.09422504677797872,10.531538168699173,0.0017399510764906656,0.4196634493210936,4.535560815810413e-07
2,25,0.9524110664527718,0.46581416014509985,0.2004051048672214,0.09842327681930255,9.67668520325049,0.0016563247685063567,0.38544823860103805,4.5728223763141784e-06
2,26,0.9332305184814066,0.45540395333840167,0.19134633328566156,0.09695888891336053,9.625012507262872,0.0017316892545818506,0.3367348841688859,1.8329236572967034e-06
2,27,0.9374804329015101,0.4590715943116422,0.20235320450388677,0.09893031042289682,9.476169931076411,0.0016819810905615228,0.3334323877695551,2.044427338532273e-06
2,28,0.9403613314245346,0.462347914581598,0.20253037327884962,0.09899518469028386,9.499061336837213,0.001630122314753554,0.36134057224295735,7.655161615716111e-07
2,29,0.9940102285039816,0.4765962943941976,0.20209828229188528,0.09534002709682185,10.425948667861421,0.0016583493942315623,0.37279765755621624,3.286619199016627e-06
2,30,0.9999736171938046,0.4819837750103468,0.2022532952454334,0.09108271859883935,10.97874144049261,0.0017361435905119875,0.4266887644651492,2.595961157147997e-06
2,31,0.9554519084730405,0.466983364801865,0.20809587695198634,0.09560825910582085,9.993403471718171,0.0018469864644052735,0.45256013498311626,9.988676108463324e-07
2,32,0.9495377676424664,0.47077508376726607,0.2081863480373065,0.0931231507312671,10.19658119582555,0.0019371072259827958,0.45041698797302765,2.2746687089458817e-06
2,33,0.9276057607530547,0.45539869839444497,0.20040476892665823,0.09487172444455383,9.777473385077744,0.0018048902735311656,0.4362590922056188,7.662578349609817e-06
2,34,0.9725653737981341,0.4718947723628448,0.1945740009084968,0.09346466776840305,10.40570086022306,0.0017088298519820193,0.4011188002279301,2.4962568012654174e-06
2,35,0.9653212200844549,0.47455850387597415,0.19944747765474252,0.09416662356935315,10.25120348903135,0.001761402905696581,0.4162643583649665,6.254850259956868e-06
2,36,0.9645332821654,0.47804957729659264,0.20641113257581925,0.09115209393490291,10.58158118511496,0.0017458388865687045,0.4474205974104352,1.4171803730533838e-07
2,37,0.965021164042962,0.48052363948222265,0.2133166598603108,0.09190889676793426,10.499757890464032,0.0018435533969854616,0.4503029936018512,2.500368356805893e-07
2,38,0.9424293015346452,0.4729761162626973,0.20930473061188196,0.09301542661767073,10.13196773701198,0.0017801636776562258,0.4867305000153005,6.655000994726379e-07
2,39,0.9773523870673642,0.47965315484956683,0.20798889655047095,0.08895504032754005,10.987037760521149,0.0018856408035363035,0.4771341822749751,3.630018130529322e-06
2,40,0.9703898235110936,0.4758685883190503,0.20012213913437651,0.08776969158836002,11.056092438631586,0.0018539260944047478,0.5081454244673844,1.179898712067029e-06
2,41,0.9407978485921475,0.4652280290351322,0.2076578349850109,0.09218261814967513,10.205805253487076,0.0017596602715555544,0.532641617171717,6.335351576680637e-07
2,42,0.9480301865895832,0.46582592491407393,0.19931347105473102,0.0917932896447887,10.327881158395819,0.0018159935479902206,0.5477093390620196,8.160310649429903e-07
2,43,0.9442482454673844,0.46481621481058905,0.19737507672111904,0.09071819100859045,10.40858768202256,0.0017450736574033978,0.530254861723729,4.0498990827586567e-07
2,44,0.9490007149207359,0.46758353109047707,0.20424167829677978,0.0885493532168124,10.717195331705192,0.0018177737756067947,0.5030677611999036,4.207043047266268e-07
2,45,0.9378228301843152,0.4598032306734892,0.19883461321770274,0.09064040404161426,10.3466311751407,0.0019137983676560798,0.5266855607645147,2.320490644081019e-06
2,46,0.9684975433683232,0.4679197400837676,0.19350473825372205,0.09028282804506427,10.727372683594957,0.0017898356178049537,0.48152198749054276,1.3356580064183277e-06
2,47,0.9822879428186527,0.4816957396107584,0.2024968256254981,0.08995522597116952,10.91974293003804,0.0018003986623713714,0.5253606502464807,1.372174818214944e-06
2,48,0.9780083268376509,0.48594338356242966,0.20645737006765633,0.08882352531214444,11.010690280539139,0.0018483514178341792,0.44638248461432717,1.07247267733257e-06
2,49,0.9724664584875952,0.4837712558940696,0.19938210693228892,0.08845426192511598,10.994003424174975,0.0017541307804524572,0.4257013572287914,7.70301922248251e-06
